s1,s2,label,pred
上了，可以扣了,分期还款后不能再使用了吗,0,1
利率是怎么算的？,利息怎么还,1,0
10月22和10月29分别借两次，什么时候开始还款,下次扣款时间？,1,0
不可用什么用途,不能用于证券投资?,0,1
我错过电话了,请再次致电,1,0
没有打电话验证,错过了确认电话，下次是什么时间打过来？,0,1
微粒贷 请问贷款不能做为甚么用途？,有理财通还有AA收款信用卡还贷,1,0
刚才那个就取消了,删了微粒贷怎么办,0,1
不是立刻到账吗,一般多久到帐,0,1
银行咋么审批过去,怎样才能获得审批,0,1
不借了怎么退点错了,借款审核期间能否取消借款,0,1
10000计息（一个月）是多少。,1500是多少罚息,0,1
怎么可计息,一千五每个月利息是多少,1,0
QQ里没有微粒贷，这个是通过什么考核才会有,理财下面没有微粒贷，什么原因？,1,0
我现在借款没成功，客服也没致电我，我能不取消掉,还没有打电话可以申请取消贷款吗,0,1
为什么我没有微粒贷微信流水什么的我都比我朋友多他们都有,咋样才获得邀请码啊,1,0
2支持的银行卡？？,中国银行,0,1
19号资金没有扣除,17点还是没有扣款成功,0,1
你好，怎么改银行卡改不了呢,换卡出现问题,1,0
你好，为什么我余额充足，但没有扣款逾期了,为什么我的扣款老是失败,1,0
换了手机号码系统有没更改,为什么验证码会发到我以前手机里，而不是现在这手机,1,0
忘记转资金到划款账户，你们今天才扣款，这算逾期吗,怎么逾期了,0,1
如何提高信用额,、我的微粒贷可以提高额度吗,0,1
那款手机可以申请,广州手机用户有没有开通微粒贷,1,0
不借款了，要怎么取消,借款未成功如何申请取消借款？,0,1
可以晚上打电话7-9点,刚客服打电话我没接着,1,0
换卡 自已怎么还款,修改收款银行,0,1
一万块罚金,微贷罚金是怎么算,1,0
你好是qq微粒贷吗？,怎樣登陆,0,1
不用通知,不要老发这样的好不,1,0
首页,网址,1,0
10000元一个月是多少钱的利息,0.05%4万算下一月多少利息，10个月还完,1,0
电话审查多久来,审核得多长时间啊,0,1
你好，微粒贷已还清，我需要开一个结清证明,如果还清了马上出结清证明吗？,0,1
估计什么时候打电话我啊,没有人打电话给我,0,1
借40000元分了10期账单……但是我想提早还款……拿来用10天后就全还进去……需要多少钱？后期还有费用产生不,分期后提前还款计息,0,1
投资齐鲁稳固21天打开后怎么不看不见0303期收益及到期修改页面。,你好，客服。我的齐鲁稳固产品咋看不见了？总资产额度还对的。,1,0
1号下午借的钱，到现在未接到确认电话,为什么一直提示让等待银行确认电话,0,1
不是昨天该扣嘛，怎么没有扣,不是五点前会扣的吗 怎么没有扣,0,1
亲，我的结清证明开好了没,可以直接帮我开出证明吗,1,0
八月份还款记录,在那查看还款记录,0,1
不是今天是还款日吗,我的还款日,1,0
借钱来,能贷不能,1,0
为什么身边的朋友都可以使用微粒贷，而我没有,为什么我进不了微粒贷,0,1
关于你们,你这个是哪个公司的？,1,0
我的还款日到了，暂时无法存款到邦定还款银行，可以申请延期吗？,你好，还款可以推迟几天？,0,1
没有微粒贷可以申请吗 何时会邀请我使用微粒贷,你好我想申请微粒贷，但是我的微信里面没有这个微粒贷   请问怎么申请才有微粒贷,1,0
中国银行,从新绑定银行卡可以吗？,0,1
微粒货里面的补充身份名字及身份证号码写不上去,姓名，身份证号输不进去,0,1
微众银行安全吗,风险,0,1
请问我能提前还款吗？,怎么提前还？,1,0
取消刚才的贷款,如何取消申请借款,0,1
多笔借款利息得计算,多笔借款利率计算,1,0
不借款了，要怎么取消,你好！昨天申请的七千没到帐，是否可以取消申请,0,1
可以再打个电话给我,你们可以打电话给我,1,0
我现在借款没成功，客服也没致电我，我能不取消掉,都3天过去了，还是没借到款，能不能取消？,0,1
开通不了怎么,开通不用，有什么影响,0,1
开通,开通威力贷,1,0
本期还款日,我的还款时间,1,0
从微信钱包里看什么东西,…没图标的,1,0
我已经提前全部还清了，为什么额度还没回复呢,提前还请最后一笔 可以恢复额度吗,1,0
一天利息多少,如果我借4000需要多少利息,1,0
还没好,到我了吗,1,0
我的怎么还款失败,我帐户上够钱的 为什么还不了,0,1
何时会邀我使用微粒贷,快点邀请我,0,1
一天要多少利息,1500五个月利息多少,1,0
直接闪退,怎么老是闪退啊,1,0
如何买定期存款,定期存款,1,0
给我额度吧,我有额度吗,0,1
帐单总额,会寄账单嘛？,0,1
关掉图标怎么关,如何关闭,1,0
为什么评分没过,为何我一直评估为通过,0,1
申请5天了还没打电话,电话确认时间,1,0
为何我没微粒贷这功能,为什么我没法开通微粒贷,0,1
如何开户 微粒贷,去那开户,0,1
"3,我想提前还贷",Hi，请问我借钱后可以一次性还款吗？,0,1
为什么我的手机上没显示呢？,为什么我三星手机没这功能,0,1
我需要结清证明,影响房贷了，要开结清证明,1,0
借款可以取现吗,可以全额取现吗,1,0
换了手机号怎么办,手机号码换了怎么才能新号码收到短信验证,1,0
短信校验码失败,银行验证码,1,0
你好，我的还款已经扣了，怎么还是扣款失败呢,你好，为什么提示我无法还款,0,1
1.什么时候,'什么时候才有啊,1,0
我可以用其他银行卡还款吗,我不是用绑定的银行卡还的，用的是另外一张,0,1
不能提前还清已出账单吗,不能提前还一部分款？,0,1
如何还,因为我已经借到了款，现在我要按期还款以免失信，不知道往哪里还，很困惑,1,0
不要了，我在支付宝借了,你好！昨天申请的七千没到帐，是否可以取消申请,0,1
再次致电,什么时候会再打来？,0,1
我说下午本来急用，借了一笔，到现在没到，现在能帮我取消吗,申请后，还没电话，会取消吗,0,1
开通微粒贷,如何开通微粒,0,1
10个月还清一起支付了多少利息,10000元一个月是多少钱的利息,0,1
什么时候回来才能借钱,任何时候都可以借款吗,1,0
什么时候可以给我贷,借款申请提交后什么时候可以使用,0,1
有多长时间没费用,提前多久不要利息,1,0
转出限制,转出转入有限额吗,1,0
如果把所有欠款，一次性还了，还不行啊,我在qq微粒贷借了2500元。分十期还完。我只还了4期就提前还清了。现在怎么贷不了了。有什么办法,0,1
为什么一直没有打电话 错过了电话，要多少久才会再次审核,'怎么都没接到电话,0,1
7天内不是免息吗？,7天免息是指？,0,1
你好 如果我借了10000 分20个月还清,你好 比如我借了2万 5个月分期 我能第二月就全还了么 利息怎么算啊,0,1
为什么我的微信没有微粒贷,QQ我能借、微信怎么不行,1,0
不会开通啊,1年了都不能开,0,1
为什么我没有微粒贷微信流水什么的我都比我朋友多他们都有,咋样才能邀请我呢,1,0
一直还款失败,为何微信钱包还不了为历代,0,1
什么时候可能贷款,1什么时候我才可以用微粒贷,0,1
为什么我沒额度,为什么要求我开通但是却没额度,0,1
25000每天多少钱,一天多少钱,1,0
能帮我开通微粒贷吗？,我能开通不,0,1
每月还款是包括利息吗,提前还款要不要支付所有剩下期数的利息,0,1
我在微信上绑定银行卡了可以吗,我的微信上绑定了银行卡，为什么不显示借钱啊,1,0
1000块钱分多久还,你好， 请问借款要要什么时候还？,0,1
我还了第一期啥时候还可以借,我是说我在你们这里借了四千可不可以再次借款,1,0
卡号更解用不用再绑定,修改绑定银行卡号,1,0
绑定的银行卡已经注销了，怎么才能解绑，再用另外一张银行卡绑定,微粒贷绑定的银行卡 解绑了 不能借款了吗,1,0
可借额度是有的，为什麽借不出来呢？,给我44000的额度、为什么货不了,1,0
办理贷款需要结清证明,亲，我的结清证明开好了没,1,0
一年下来10000连本带息要还多少,2000元十期总共要还多少钱,1,0
怎么解绑,解绑,1,0
无电话回访，未到账,打来未接听到,0,1
1号下午借的钱，到现在未接到确认电话,不好意思，刚才电话没接好，所以电话没接到,0,1
查以前的还款记录。,有一个还款记录,0,1
不是7日凌晨扣款么？卡里有钱没扣啊,我帐户有足够钱的，怎会扣款不成功?,1,0
我想取消刚刚的借款，,能不能取消申请,0,1
我可以贷妈,咋我不能贷？,1,0
我的借款合同,借款合同签许,0,1
一次性还款成功后，以后还能不能贷款,之前已经开了也已经提前还款了，现在怎么用不了嘞,0,1
不差钱不用提醒,为什么我的还款没有任何提醒,0,1
8号才能还,30才能还,1,0
开通能死啊，我这么大老板,老板能给微粒贷用不,1,0
10个月息是多少,3000元怎么计算利息,0,1
在QQ钱包里找不到微粒贷,图标看不到,0,1
一般确认电话在多久以内到？,下午申请贷款什么时候能电话确认,0,1
借款后有电话通知吗？,申请贷款后要不要电话,0,1
你好我想知道现在可以贷款吗,你好，你们这边可以贷款？,0,1
如果没有我想取消,取消授权,0,1
可以贷款我吗,你们有开通贷款的业务吗,1,0
就是一天5块利息？,咋么记息,1,0
支持的银行什么意思,储蓄卡可以吗,0,1
3#  没有人回复对应解决性问题,3#没有正面回答问题,1,0
额度限额了，，怎么办,微众卡转银行不限额吗,1,0
每期还多少，时间是每月还吗,我想问下如果我借款2000，每天的利息是多少？能给我算算么,1,0
为什么我的还没有到账,一个没收到,0,1
qq上有的人没有微粒贷,:我换手机后，为什么就查询不到微粒贷的还款了,0,1
怎么实名认证？,怎样更换实名认证？,1,0
什么时候可以开放，我朋友圈有几个朋友都贷款成功了。,什么时候可以加入微立贷,0,1
还不来钱,快点来钱,1,0
w我什么时候能开通,一点也不方便，不给我开通,1,0
有哪些银行,建设银行5570卡丢了，换成（建设银行）,1,0
提前10天还款可以吗,我提前还款不行,0,1
借贷,如何向贵行贷款,0,1
为什么我的开不通微粒贷呢？,为什么我的微粒代审核不通过,0,1
说是不满足要求？需要什么要求？,银行审批要求,1,0
8月13应该有一笔461元扣款怎么没扣？,你好 17点建行扣款失败 可以帮我再扣一次嘛,1,0
为什么我没有颗粒啊？,怎么弄出来 我钱包里面没微粒贷,0,1
可以打打电话,你们可以打电话给我,1,0
50%的罚息是多少钱,罚金,0,1
不会收其他费用吧,不是无前期费用吗,0,1
最高额度就是20万吗？,最多只有20期吗！？？？,0,1
你这利息是不是10000元每月150元利息,两千每天的利息是多少,1,0
借款可不可以取现,可以全额取现吗,1,0
一万元能贷二十期吗，利息是多少,10天就还款利息多少啊,1,0
开通,开放中,0,1
取消关注微粒贷明白,取消我的微粒贷,1,0
查询额度,给我额度,0,1
点进去怎么没有微粒贷呢,我有没有微粒贷,1,0
一次性是否能够提前还清,一次性还款,1,0
24小时会有电话吗,一会会有电话吗,1,0
腾讯信用怎么实名认证啊？,实名制，学历认证不了咋弄,1,0
亲我银行卡掉了 换了张卡 怎么弄啊,修改手机银行卡,0,1
还款结清 可以出个证明吗,微粒贷客服电话是多少 你们没有人工台吗 在吗 我需要还款结清证明 我很着急,1,0
QQ理财通怎么用,下载完怎么操作,1,0
什么时候出额度,我怎么没额度,1,0
为什么刚才我申请借款，却说我审批未通过？,为什么恢复额度了借不了呢，显示评估未通过,0,1
你好，我想咨询。比如，我现在借款，一般上午就能到。那么我如果下午5点前还款，何时扣款？利息怎么算？一天？,一般多久扣款,0,1
你好，借款可以提现嘛？,取现有利习没有,0,1
你好 怎么取消借款,如何取消借款 人工服务,1,0
再不,亲，有人在吗,1,0
我可以临时最高额度？,一次最多只能4万吗？,0,1
一直没到账,为什么我现在贷不来钱,0,1
微信微粒贷没了,为什么我更新新版本后微粒贷消失了,0,1
QQ邀请过一次微粒货，可现在点进去显示已过期怎样才能再次开通,我进入微粒贷，说已经开通，请勿重复开通,0,1
乍么计息,微粒代的价和怎么计息,0,1
如果没有这项功能呢,可是没那功能,1,0
你好 我扣款失败,你好，我绑定卡里有钱为什么扣款失败呢？,0,1
不是转入失败是登录失败,请问为什么我的身份证登录失败？？,1,0
可以晚上打电话7-9点,可以打打电话,1,0
你好！我想问一下，我借钱后，如果想提前一笔还清可以吗？,可以提前还完款吗，，收多少利息,1,0
什么时候会再来电？,大概要等多久,0,1
再不,人呢,1,0
不知道  利息怎么算的,10000元一天利息就要500是这样算吗？,1,0
10000的话一天多少，这个是天息吗,一日利息多少,0,1
约定利率是多少呢,日利息,1,0
你好借款提前还可以吗？,今天借明天换可以吗？,1,0
/流泪/流泪不给我微粒贷小气鬼,微粒贷需要几星,1,0
我账户上有钱,为什么我的扣款老是失败,1,0
还款不成功什么意思,为啥还款没成功？余额足够·,0,1
不好意思刚刚在开会未能接到电,2次电话都没接到,0,1
我的第二笔贷款没有到账，请确认,根本就没收到,1,0
不好意思 刚才手机静音 没听到,上午我没接到电话,0,1
2016年1月1日借款，还款日是什么时候,今天我的还款日,0,1
手机里没有啊,支持安卓系统的手机可以借款吗?,0,1
什么时候能再借第二笔钱,今天借，过几天后还可以吗？,0,1
中国邮政支持吗,需要银行卡吗？,0,1
手机号码正确为何收不到验证码,我的手机号换了，验证码收不到怎么办？,1,0
我这张卡的账单,把分期后的10个月账单发给我,0,1
必须有邀请才可以,不是邀请人,1,0
借款未申请成功，如何取消借款,如何取消借款 人工服务,1,0
怎么说我身份信息填写错误呢，,身份失败,0,1
下一期的账单?,帐单什么时候可以看到,0,1
App 闪退,更新后 闪退,1,0
21000贷款可以申请几个月还款,你们这个可以分几期,1,0
什么时候再来电啊,借钱电话什么时候打来？,0,1
这么久了,请问好久到账,0,1
说请求信息非法,请求信息失败,1,0
刚才的借款申请为什么失败？,为什么我的微粒贷老是显示还款失败,1,0
一定要选期数还钱吗？可以提前还款吗？,一定要分期还款吗？我可以一次性还清吗？,0,1
借款 如何获得邀请,不用介绍啦，我都符合你们的条件，但是就是没有人邀请我,1,0
我的借款没到,审批时间太长,1,0
活期＋购买齐鲁稳固21享受活期＋收益吗,买齐鲁也不行,1,0
获取额度,怎么没额度,1,0
怎么涨额度,能帮提升额度吗？,1,0
一般多久才会打电话来,15分钟过后，电话是一般多久来电的啊？,1,0
借款,我能贷款吗？,0,1
为何未通过,为什么有额度综合评估却未通过,0,1
确任收款后又弹出输入支付密码,密码错五次,0,1
我借了一次下次什么时候可以借,全款还清后多久可以再次申请借款,0,1
信息都填写正确啊,信息完善,0,1
你好，如何开通微粒贷,何時申請我為微粒貸,0,1
你好昨天我以申请调帐，今天怎么发信息说还款失败？,下午5点还款失败了现在怎么还款,0,1
我要求申请,电话,1,0
如何进入借钱,加入微贷,0,1
2天还没收到电话,为什么一直没有打电话 错过了电话，要多少久才会再次审核,0,1
开通微粒货要开通财富通,强制能开通吗,1,0
3分鐘沒有到帳,为何还没有收到电话确认,0,1
您好、想更改分期还款怎么弄,怎样更改还款周期,1,0
几笔贷款提前还清一笔，该笔额度恢复后能在申请贷款吗,每次我都按时还款，甚至于提前还款，现在有借款额度，却借不了,1,0
不可以开通吗 微粒贷,你帮我开通吧 请帮我开通微粒贷吧,0,1
没有。我要等待多久呢。不可能一晚上不睡等吧,但我已经点击换卡了，还没工作人员和我联系,0,1
为啥自己不能还款的,现在不能提前还钱？,1,0
要怎样才能通过审核,审批介绍,1,0
刚才打电话，我没接到,怎么海没接到银行放款电话呢。,0,1
一般电话确认要等多久。,大概要等多久,0,1
全部还款成功，有没有还款凭证,如果还完，怎么开结清证明？,0,1
一直还款失败，怎么办啊？,为什么今天自动扣款失败了，卡里有钱啊,1,0
你好！我还款的那张银行卡掉，现在要更换帐号怎么更换啊！,你好，我的银行卡换了怎么还款？,0,1
微粒贷我可以开吗？,微粒贷页面,0,1
审批失败，什么原因,为什么没有审批,0,1
什么时候能够收到微贷的邀请客人。,什么时候给我开放啊！,1,0
取现金,取款,0,1
想换手机,人工电话可以帮忙修改么,0,1
微粒贷需要什么时候可以申请,请问我什么时候能有微粒贷,1,0
我上显示有额度，为什么会借款失败,qq刚还了  怎么借不出,1,0
我在微众银行里面买理财，会被提醒银行单日限额5万，这个是固定的还是被设定的？,转入 额度,1,0
1.没接到电话,一直未打电话核实,0,1
为什么我一直按时还款却未通过审核什么意思,为什么我QQ有微粒贷打开却显示审核未通过,1,0
1.2两个问題,5个问题，一起问,1,0
快点邀请我,这会能邀请我妈,1,0
支付宝的7的年化收益率2.636%，万份收益0.67呢，微众7日年化收益率4.07%，怎么万份收益才0.89，怎么计算的呀?,开户是微众银行的户头，买的是，国金基金公赢货币(001234)7日年化收益率3.160%,1,0
为什么审核老是没通过？,为什么借款失败 借款失败,0,1
几天后还款。是不是扣几天的利息？,如果只借几天，是付整月的利息吗？,1,0
你好，借款绑定的卡是不是不可以解除绑定,如何解绑本手机微粒贷银行卡和手机号码？,0,1
你好。我的微信钱包里面的借款，我按照流程进去后在最后界面。那个手机的验证码是银行的手机验证码么？那个手机停用了怎么办？,换号了验证码收不到,1,0
官网网址是多少,怎样进首页,1,0
没有借款记录和还款记录,刚看了下，借还记录,1,0
1没有解决问题,3错别字多  问题未能解决,1,0
我咋没微粒贷呢？,怎么才会有微粒贷,0,1
我手机QQ怎么没微粒贷,微粒在哪里,1,0
你好，我这没有接到过电话啊,你好，怎么还没做电话审核,1,0
为什么恢复额度了借不了呢，显示评估未通过,为什么借了几次还评估不通过？,1,0
上月24号借款1，还款日在23号，为什么没有自动扣款,17点还是没有扣款成功,0,1
怎样才能达到微众银行审批要求,审批要求有哪些啊,0,1
需要绑定什么银行卡,新绑定的银行卡支持吗,0,1
我已经借了申请借了一次钱！现在用别的银行卡还能借款吗,在外地不方便能扣用别的卡还不,1,0
20号是还款日，29号借的款什么时候还第一期款,下次扣款时间？,1,0
开通方式,开通这个有什么条件吗,0,1
逾期2天利息 罚多少？,逾期一个月收多少的利息 ？,1,0
什么 这怎么贷款呢,在哪里可以借款,0,1
怎样取消这个软件,永久注销怎么弄？,1,0
为何无法使用,为什么不符合条件,1,0
为什么审核一直不通过呢,为什么借了几次还评估不通过？,0,1
为什么我有端口，却没额度,为什么我是邀请客户却没有额度呢,0,1
你好，想问下今天是还款日。凌晨扣款给忘记了。回来又告诉17:00之前告诉我存到卡里。现在还没有扣款。请问产生利息吗？,可是我的还款日是12月1号，没看到扣钱啊,0,1
全部还清以后能不能再次借款,共10期，还差4期，提前还清还能再借吗？,0,1
借款显示身份错误,我第一次弄，为什么说我身份信息输入错误次数过多，无法借款？,0,1
如何得到,怎么获取贷款,0,1
我绑定的是招商银行卡，支持吗,微粒贷是那里银行发行,0,1
一般多长时间才能打电话,一直等，那要等到什么时候,0,1
借贷可以提现吗,可以全额取现吗,1,0
免息券如何获得,优惠券是在哪里领取请问！,0,1
一般审核什么资料呢,电话确认一般会问什么问题,1,0
咋还不邀请我,合适电话确认等了很久了,0,1
在哪找,为什么我还没有,0,1
多笔借款利率计算,多笔借款利息结算,0,1
你好  怎么没扣款呢,你好 我下午六点才把钱存到银行 为什么微粒贷不扣款了？,0,1
强开微粒贷,微业贷,0,1
为什么还款了以后提示我综合审批未通过,为什么有额度综合评估却未通过,0,1
为什么说我的输入身份证信息多次错,为什么不能填写了正确的身份证号码都不能借款,0,1
开通微粒货要开通财富通,qq开放才可以申请吗,1,0
变更分期,我想换成5个月,0,1
为什么会出现审核未通过,为什么征信报告未通过,0,1
现在这项业务还没开通吗,何時可以開放,0,1
你好，我请问一下，如果我今天早上借的钱，现在还请有利息吗？,如何借钱，利息怎么算,1,0
利息 是多高的喃,七天免息怎么计,0,1
一般自动扣费的时间,下午会在自动扣款,1,0
你好，可以帮忙发个还款证明吗？,亲，我的结清证明开好了没,1,0
我咋没微粒贷呢？,如何获得资格,1,0
借款收不到验证码,为何借款老不成功？输入多次验证码都没用,0,1
我提前还款，还款后什么时候能继续用,我昨天没有在扣款卡里存入钱，刚存进去，今天还会扣吗？还款日是今天,0,1
我微信消费多,我微信红包基本每月消费十来万,1,0
为什么我的QQ也没有呢,qq里面应该也有微粒贷吧,0,1
没有打电话验证,借款显示等待电话确认，请问：规定多长时间内电话打过来。,1,0
什么情况下才能申请微粒,怎么才能开放了微粒贷,1,0
上面显示综合评估未通过是麻意思？ 微粒贷介绍,1500没通过什么意思,0,1
购买份额有限制吗,每日转账限额多少,1,0
帐单有出错,我7月份贷的款，8月这个月不用还的吗？借据写着9月22开始,1,0
不能满足要求,不满足审批要求是什么意思，得要什么要求,0,1
开通 微粒贷开通,微粒袋,0,1
微信银行,微众银行一卡通,1,0
电话号码如何更改？,换手机号码了，借钱验证码怎么才能转到新手机号上,0,1
你好，怎么还没做电话审核,一上午了怎么还没审核,0,1
你好！我之前有过贷款，现在还清了，能否给我一个书面的结清单？,如何开结清证明呢,0,1
/微笑邀请我使用吧  亲。,关注半年了，怎么还没名额,1,0
、请问我如何能够拥有资格,你天天打广告又不行动 帮我开通涩,0,1
怎样更换实名认证？,实名制，学历认证不了咋弄,1,0
我可以一次还清吗？ 你好,一个月要全部还清吗,0,1
我这个什么时候才可以借款,什么时候可以收到贷款通知,1,0
我刚才没接到电话，,再打一次,0,1
临时提高额度,信用额度多久调整一次,0,1
微粒贷在哪看,资金理财  哪有微粒贷,0,1
可以申请开通吗,能否帮我开通这权限,1,0
如何去掉，不想使用,取消授权,0,1
我可以更改还款日期么,修改还款日,0,1
我绑定的银行卡丢了,怎么绑定银行卡,1,0
主动还款，点击了页面没得还款,怎么还不还款,0,1
一点都没收到,亲没收到红包,1,0
怎么满足微众审批要求,满足什么条件才能审批通过？,0,1
/疑问怎样才能开通捏,开通需要什么条件,1,0
一般会在什么时候打电话过来,大概要等多久,0,1
几号还钱,你好，今天是扣款日期，我手机丢了，今天上午还款可以吗,0,1
20个月还清一万块，每个月大概的利息是多少,20个月分期还款,1,0
一般自动扣费的时间,17点可以扣款了,1,0
整存整取有风险吗,定期存款保险,1,0
延期一天可以吗,延期一天,0,1
QQ你边微粒货和微信是一起的吗,QQ上有微粒贷，在微信却看不到。。为什么,0,1
微粒贷有客服电话吗,人事工作人员联系电话,1,0
关闭,借款银行卡，注销了,0,1
可以查询之前还款记录吗,还款记录在那,0,1
请问如果还是自动扣款失败可以手动还款吗？,自动还款失败，如何手动还款,0,1
咋样可以提高综合评估,怎么样才可以通过综合评估呢,1,0
什么时候能增长额度,全额还款后额度比原来高吗?,1,0
银行卡需要转帐才可以完成绑定,最多能绑定几张银行卡,1,0
发结清证明,如果还完，怎么开结清证明？,0,1
什么时候可以在这里贷款,那什么时候可以再借了呢,0,1
评分不足是什么情况,但综合评分不足,1,0
oppo手环怎么连接手机,如何连接oppo 手环,1,0
这个人就这么搞笑,那人太搞笑了,0,1
我不听音乐我是脑子有问题吗,脑子里头有问题吗,1,0
可以换一个声音吗,小布换一种声音,1,0
快给我唱歌,给我来一首,0,1
我想要原装的数据线,我想要一根原装数据线,0,1
我就不值得你叫一声小可爱吗,你要叫我小可爱,0,1
我的智商是多少,我的智商,0,1
给我比个爱心得以吗,给我比一个爱心,0,1
我不会生你气的,我也不会生气,1,0
他人看不穿我为什么疯癫,别人笑我太疯癫我笑他人看不穿,1,0
手机双击屏幕放大怎么关,怎么关闭双击放大,0,1
睡了睡了明天还要早起,我要睡觉了,1,0
我超孤寂,因为我无聊啊,1,0
孤独的滋味，我懂了,孤独呀我,1,0
你怎么还不睡觉,早点休息,1,0
我害怕了,我怎么会这么害怕,0,1
什么意思,是什么意思,1,0
我是要被你叫爸爸啊,对呀我就是你爸爸,0,1
r15梦境版屏幕价格,r15梦镜版的价格,0,1
读短信内容,阅读新消息,0,1
我让你回答,我必须让你回答我,0,1
5g开关是什么,5开关是五g吗,1,0
我就揍你,我来揍你啦,1,0
我最爱的人,我最爱的人是谁,0,1
你找我打是吧,你想打我我亲自动手打,1,0
给我找个美女陪我聊聊吧,算了给我找几个好看的美女聊聊天,0,1
我要去你妈家,我就只是想去你妈家而已,0,1
设置充电时的语音,这么设置充电时的语音,1,0
你放工了是吧,你下班了吧,0,1
打开OPPO客服中心,Oppo客服中心,0,1
书币有哪些获得方法书币怎么获得,可币券怎么获取,1,0
再讲几个笑话,讲个笑话我听,1,0
打开定时开关机,定时打开定时开关机,0,1
打开微信啦,我们加个微信吧,1,0
电量什么时候能充满,手机电量什么时候才能充满,0,1
十四点四十叫我,十四点四十叫我起床,1,0
把你的脸给我,让我看看你的脸,0,1
我老婆美吗,我老婆是世界上最美的女人吗,0,1
快手小度小度,快手怎打开,0,1
解除锁屏密码,解除锁屏密码防护,1,0
找电话本,电话本电话本,0,1
手机常重启,手机关机怎么才能重启,1,0
拜托，你别说了行吗,你别说我,1,0
电池充电声音怎样改,怎样改进充电时的声音,0,1
讲段子,讲个笑话呗,0,1
你还不休息吗,你不休息吗,0,1
你觉得自己漂不漂亮,我感觉我很好看,1,0
做家庭作业英文怎么说,家庭作业英文怎写,0,1
搞笑的话,说个搞笑话,0,1
快手短视频,在快手里,1,0
手机屏幕弯了,手机屏幕歪了,0,1
喜欢小布小布出一个脑筋急转弯,给我出几个脑筋急转弯,1,0
哪里有好看的电视,有什么好看的电视,0,1
你能给我什么答复,问你个毛线,0,1
你喜欢哪些明星,你喜欢什么样的明星,0,1
充满电要多久,充电要充多久,1,0
你在哪里我要寻找你,我怎么找你,0,1
说大声一点,声音大一点,0,1
你真是个大傻瓜,小怪兽是个大傻吊,1,0
你好啊骚年,真骚啊你,1,0
那你等一下,那你等一下我们把,0,1
以抗美援朝战争为题材的,以抗美援朝战争为题材的影片,1,0
请问你妈多大了,我妈妈几岁了,1,0
你好宝贝,宝贝到什么地方去了,1,0
百度搜索,打开百度搜索,0,1
妹妹我爱你,妹妹我爱你我等你,0,1
为什么进入相机不操作就会自动退出的原因,为什么点开相机自动退回？,0,1
我也是小仙女,我还不一样是个小仙女来着,1,0
说我爸爸是你,说你是我爸爸,0,1
播放薛之谦的演员,薛之谦的演员,1,0
怎要关闭数据流量,小布关掉流量怎么回事,1,0
就是不理你,我不理你了,0,1
你才怪可爱的,我才没有你可爱呢,1,0
呵呵这个可一点都不好笑,一点都不搞笑,0,1
换个脑筋急转弯,讲一下脑袋急转弯,1,0
我的能力,都有什么功能,0,1
你叫我啊,你好你在叫我是吗,1,0
我的配置能玩龙之谷?,我们妈的配置能玩龙之谷?,0,1
再给我出个脑筋急转弯,我们玩脑筋急转弯吧,0,1
邓紫棋的歌,邓紫棋在哪一个放的一首歌,1,0
女朋友和我吵架,我和女朋友吵了一架,1,0
我觉得你与众不同,我觉得你可以,0,1
oppoa73怎么着,poopa73是什么,1,0
你好没有用啊,没用的东西,1,0
你相当懂我,你好厉害,1,0
你啥时候能做到,你啥时候就该做了,0,1
为啥我下载的软件会自动停止运行,软件商店怎么下载自动暂停,1,0
我唱歌好不好听hello,你觉得我唱歌好听吗,0,1
你的电量不多了,你手机马上就要没电自动关机了,1,0
你可以帮我干什么,那有什么用呢,0,1
一点五乘零点四,一点四乘零点五,0,1
讲很多取笑,一个很好笑的笑话,1,0
云服务恢复异常,云服务-联系人同步/恢复异常,1,0
你等一下就可以了,等一下下,0,1
我当然要骂你,我就要骂你,0,1
你能帮我找到霍尊的哄睡的资料,霍尊干吗让我哄她睡觉,1,0
主题商店,主题商店的介绍,1,0
有没有骗我,你你千万不能诳我,1,0
我可爱你了,我好爱你啊,1,0
以后叫我爸爸好吗,以后你可以叫我老豆了,1,0
打电话给吉祥,打电话给祥祥,0,1
如何找回旧系统,请问系统更新后怎么回旧的系统,1,0
微信视频带美颜,这个微信视频带美颜功能吧,1,0
手电筒给我关了,把手机灯关上,1,0
k7支持nfc吗,K1是否支持NFC,1,0
有人打我怎样办,告诉我有人打我的话，怎么办,0,1
你确实不够懂我,你完全不懂我,0,1
多多儿歌多多,儿歌多多,0,1
帮我清理一下垃圾吧,清理垃圾在哪里,1,0
相信自己就好了,你就这么相信自己,1,0
手机串号查询手机号码查询,手机串号查询方法有哪些,0,1
我觉得我好看吗,我是美不美,0,1
我的密是多少,请问我这个密码多少,0,1
你在骗我吧,你们说我在耍我吧,0,1
明天会不会出太阳,明天有太阳吗,0,1
你不应该没有别的名字啊,你还有别的名字吗,1,0
三十分钟后的闹铃,半小时后的闹铃,0,1
我很快乐,我喜欢我很快乐,1,0
小布打开迷你,打开迷你世,1,0
你在骗我吧,你这个骗子你骗我,0,1
打电话时，只显示号码未发出，怎么回事？,为什么没有显示验证码,0,1
你不能做我女友吗,你做我的女朋友好不好,1,0
可以了没有,怎么可以了这样呢,1,0
oppo手机盲人模式怎么设置,oppo手机盲人模式怎么开,0,1
